"Team","FirstName","LastName","Nationality","DateOfBirth","Age","CountryOfBirth","PlaceOfBirth","Position","Height","Weight"
"Russia","Georgi","Schennikov","Russia",1991-04-27,23,"Russia","Moskva","Defender",178,69
"Russia","Evgeny","Makeev","Russia",1989-07-24,24,"Russia","Cherepovets","Defender",182,70
"Russia","Andrey","Semenov","Russia",1989-03-24,25,"Russia","Moskva","Defender",190,86
"Russia","Yuri","Zhirkov","Russia",1983-08-20,30,"Russia","Tambov","Midfielder",185,75
"Russia","Dmitri","Kombarov","Russia",1987-01-22,27,"Russia","Moskva","Midfielder",181,69
"Russia","Alexandr","Samedov","Russia",1984-07-19,29,"Russia","Moskva","Midfielder",178,74
"Russia","Roman","Shirokov","Russia",1981-07-06,32,"Russia","Dedovsk","Midfielder",187,83
"Russia","Alexander","Ryazantsev","Russia",1986-09-05,27,"Russia","Moskva","Midfielder",176,70
"Russia","Viktor","Faizulin","Russia",1986-04-22,28,"Russia","Nakhodka","Midfielder",176,72
"Russia","Igor","Denisov","Russia",1984-05-17,30,"Russia","St. Petersburg","Midfielder",176,70
"Russia","Aleksey","Ionov","Russia",1989-02-18,25,"Russia","Kingisepp","Midfielder",177,68
"Russia","Denis","Glushakov","Russia",1987-01-27,27,"Russia","Millerovo","Midfielder",178,72
"Russia","Oleg","Shatov","Russia",1990-07-29,23,"Russia","Nizhny Tagil","Midfielder",173,64
"Russia","Alan","Dzagoev","Russia",1990-06-17,23,"Russia","Beslan","Midfielder",179,70
"Russia","Pavel","Mogilevets","Russia",1993-01-25,21,"Russia","Kingisepp","Midfielder",183,70
"Russia","Alexander","Kerzhakov","Russia",1982-11-27,31,"Russia","Kingisepp","Attacker",175,67
"Russia","Fyodor","Smolov","Russia",1990-02-09,24,"Russia","Saratov","Attacker",187,80
"Russia","Aleksandr","Kokorin","Russia",1991-03-19,23,"Russia","Valuyki","Attacker",183,77
"Russia","Maksim","Kanunnikov","Russia",1991-07-14,22,"Russia","Nizhny Tagil","Attacker",183,74
"Russia","Denis","Cheryshev","Russia",1990-12-26,23,"Russia","Nizhny Novgorod","Attacker",179,74
"Korea Republic","Sung-Ryong","Jung","Korea Republic",1985-07-04,28,"Korea Republic","Jeju","Goalkeeper",189,85
"Korea Republic","Beom-Young","Lee","Korea Republic",1989-04-02,25,"Korea Republic","Seoul","Goalkeeper",194,90
"Korea Republic","Seung-Gyu","Kim","Korea Republic",1990-09-30,23,"Korea Republic",NA,"Goalkeeper",187,76
"Korea Republic","Jin-Hyeon","Kim","Korea Republic",1987-07-06,26,"Korea Republic",NA,"Goalkeeper",192,82
"Korea Republic","Min-Soo","Kang","Korea Republic",1986-02-14,28,"Korea Republic","Goyang","Defender",186,76
"Korea Republic","Chang-Soo","Kim","Korea Republic",1985-09-12,28,"Korea Republic","Busan","Defender",178,71
"Korea Republic","Ji-Nam","Lee","Korea Republic",1984-11-21,29,"Korea Republic","Jeonju","Defender",183,68
"Korea Republic","Joo-Ho","Park","Korea Republic",1987-01-16,27,"Korea Republic","Seoul","Defender",176,69
"Korea Republic","Tae-Hwi","Kwak","Korea Republic",1981-07-08,32,"Korea Republic","Chilgok","Defender",186,85
"Korea Republic","Suk-Young","Yoon","Korea Republic",1990-02-13,24,"Korea Republic","Suwon","Defender",182,74
"Korea Republic","Young-Gwon","Kim","Korea Republic",1990-02-27,24,"Korea Republic","Jeonju","Defender",186,74
"Korea Republic","Jeong-Ho","Hong","Korea Republic",1989-08-12,24,"Korea Republic","Jeju","Defender",186,74
"Korea Republic","Jin-Su","Kim","Korea Republic",1992-06-13,21,"Korea Republic",NA,"Defender",176,67
"Korea Republic","Dae-Ho","Kim","Korea Republic",1988-05-15,26,"Korea Republic",NA,"Defender",180,78
"Korea Republic","Tae-Hwan","Kim","Korea Republic",1989-07-24,24,"Korea Republic",NA,"Defender",179,71
"Korea Republic","Joo-Young","Kim","Korea Republic",1988-07-09,25,"Korea Republic","Seoul","Defender",184,80
"Korea Republic","Yong","Lee","Korea Republic",1986-12-24,27,"Korea Republic",NA,"Defender",180,74
"Korea Republic","Jin-Po","Park","Korea Republic",1987-08-13,26,"Korea Republic",NA,"Defender",173,72
"Korea Republic","Seok-Ho","Hwang","Korea Republic",1989-06-27,24,"Korea Republic",NA,"Defender",182,80
"Korea Republic","Ho","Lee","Korea Republic",1984-10-22,29,"Korea Republic","Korea Republic","Midfielder",182,75
"Korea Republic","Jin-Hyung","Song","Korea Republic",1987-08-13,26,"Korea Republic","Seoul","Midfielder",176,69
"Korea Republic","Dae-Sung","Ha","Korea Republic",1985-03-02,29,"Korea Republic",NA,"Midfielder",182,75
"Korea Republic","Sung-Yong","Ki","Korea Republic",1989-01-24,25,"Korea Republic","Gwangju","Midfielder",187,79
"Korea Republic","Chung-Yong","Lee","Korea Republic",1988-07-02,25,"Korea Republic","Seoul","Midfielder",180,69
"Korea Republic","Yo-Han","Ko","Korea Republic",1988-03-10,26,"Korea Republic","Masan","Midfielder",170,65
"Korea Republic","Tae-Hee","Nam","Korea Republic",1991-07-03,22,"Korea Republic","Busan","Midfielder",174,72
"Korea Republic","Min-Woo","Kim","Korea Republic",1990-02-25,24,"Korea Republic","Seoul","Midfielder",172,69
"Korea Republic","Ja-Cheol","Koo","Korea Republic",1989-02-27,25,"Korea Republic","Chungju","Midfielder",183,73
"Korea Republic","Bo-Kyung","Kim","Korea Republic",1989-10-06,24,"Korea Republic","Seoul","Midfielder",178,73
"Korea Republic","Jong-Woo","Park","Korea Republic",1989-03-10,25,"Korea Republic",NA,"Midfielder",180,74
"Korea Republic","Kook-Young","Han","Korea Republic",1990-04-19,24,"Korea Republic","Korea Republic","Midfielder",183,73
"Korea Republic","Ki-Hee","Kim","Korea Republic",1989-07-13,24,"Korea Republic",NA,"Midfielder",187,80
"Korea Republic","Seung-Ki","Lee","Korea Republic",1988-06-02,26,"Korea Republic",NA,"Midfielder",177,67
"Korea Republic","Myeong-Ju","Lee","Korea Republic",1990-04-24,24,"Korea Republic",NA,"Midfielder",176,72
"Korea Republic","Chu-Young","Park","Korea Republic",1985-07-10,28,"Korea Republic","Daegu","Attacker",182,75
"Korea Republic","Keun-Ho","Lee","Korea Republic",1985-04-11,29,"Korea Republic","Incheon","Attacker",176,71
"Korea Republic","Ki-Hun","Yeom","Korea Republic",1983-03-30,31,"Korea Republic","Haenam, Jeonnam","Attacker",181,76
"Korea Republic","Shin-Wook","Kim","Korea Republic",1988-04-14,26,"Korea Republic",NA,"Attacker",196,93
"Korea Republic","Heung-Min","Son","Korea Republic",1992-07-08,21,"Korea Republic","Chuncheon","Attacker",183,76
"Korea Republic","Dong-Won","Ji","Korea Republic",1991-05-28,23,"Korea Republic","Jeju","Attacker",187,78
